ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO23N000207,행사,행사,2022춘천막국수닭갈비축제,강원특별자치도,춘천시,5111010700,옥천동,5111058000,소양동,421104454451,강원도 춘천시 시청길 11 춘천시청,34402,라사202868,127.7297733,37.881339,강원도 춘천시 일대,2022-08-30,2022-09-04,"춘천의 대표적인 축제인 춘천막국수닭갈비축제가 올해는 춘천 삼악산 호수케이블카 일원에서 8월30일부터~9월4일까지 6일간 진행이 된다. 3년만에 오프라인으로 찾아오는 이번 축제는 30일 KBS전국노래자랑을 시작으로 멀티미디어 드론쇼,인기가수 축하공연등 풍성한 볼거리와 춘천에서 즐기는 막국수, 닭갈비를 다양하게 선보이려고 한다.",춘천막국수닭갈비축제조직위원회,춘천막국수닭갈비축제조직위원회,강원도 춘천시청,033-254-4347,http://www.mdfestival.com/festival.html,문화축제,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000208,행사,행사,2022 청년 문화정책을 더하다,강원특별자치도,춘천시,5111012400,석사동,5111065000,석사동,421103218031,강원도 춘천시 우석로 70(석사동),24325,라사221848,127.7521907,37.86401877,국립춘천박물관 강당,2022-11-29,2022-11-29,청년 문화 인력양성과 정책 지원 방법,문화체육관광부,문화체육관광부,,02-3143-1232,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+ECB2ADEB85842C+EBACB8ED9994ECA095ECB185EC9D84+EB8D94ED9598EB8BA4,특강+강좌,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000209,행사,행사,마켓396 10월HALLOWEEN MARKET,강원특별자치도,춘천시,5111011700,근화동,5111057000,근화동,421103218033,강원도 춘천시 중앙로 186(근화동),51791,라사188861,127.7145571,37.87434326,근화동396 청년창업공간 일대,2022-10-29,2022-10-29,지역 내 핸드메이드&일러스트 기반 청년창작자의 창업활동 기반을 조성하고 시민들의 창작 경험 확대를 지원하기 위해 설립,근화동396 청년창업지원센터 공간운영팀,근화동396 청년창업지원센터,,033-256-3961,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EBA788ECBC93396+10EC9B9428HALLOWEEN+MARKET29,행사+축제,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000210,행사,행사,2022 춘천 “별의 별Star & Star Folk concert,강원특별자치도,춘천시,5111010200,요선동,5111058000,소양동,421104454380,강원도 춘천시 서부대성로44번길 2,51791,라사200870,127.727619,37.883149,춘천 요선동 웰컴 도시센터 지하,2022-10-14,2022-10-22,춘천 포크락 페스티벌,(사)한국싱어송라이터협회 강원지부,(사)한국싱어송라이터협회 강원지부,강원도 춘천시청+춘천문화재단,033-911-6006,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10876&search_type=1&search_keyword=2022+ECB698ECB29C+E2809CEBB384EC9D98+EBB384,공연관람,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000211,행사,행사,墨-사람다움을 담다,강원특별자치도,춘천시,5111010200,요선동,5111058000,소양동,421104454382,강원도 춘천시 서부대성로48번길 26-1(요선동),51534,라사200868,127.7278146,37.881034,갤러리 4층,2022-12-01,2022-12-22,사람다움이란 무엇인가사람다움이란 무엇인가사람다움이란 어디서 비롯되는가,안용선,안용선,,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=11014,전시관람,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000212,행사,행사,대전효문화뿌리축제,대전광역시,중구,3014011900,안영동,3014074000,산성동,301403165018,대전광역시 중구 뿌리공원로 47,51757,다바896097,127.3844931,36.28533721,뿌리공원 및 원도심 일원,2023-10-13,2023-10-15,개·폐막식+문중(문화)·체험(참여) 주제공연 프로그램+어린이 성씨 놀이터+각종 온·오프라인 참여 이벤트 등,대전효문화뿌리축제추진위원회,대전광역시 중구청,대전광역시+문화체육관광부,042-606-6292,https://www.djjunggu.go.kr/hyo-ppuri/index.do,뿌리공원,2023-08-25,3650000,대전광역시 중구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000213,행사,행사,정선아리랑제,강원특별자치도,정선군,5177025021,정선읍 봉양리,5177025000,정선읍,427704487143,강원특별자치도 정선군 정선읍 봉양3길 17,8013,마사027318,128.6602287,37.38024298,강원특별자치도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원특별자치도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,(사)정선아리랑제위원회,강원특별자치도 정선군청,문화체육관광부+국립국악원 등,033-563-2646,www.arirangfestival.kr,,2023-11-28,4291000,강원특별자치도 정선군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000214,행사,행사,홍성 유기농업특구 축제,충청남도,홍성군,4480033026,홍동면 문당리,4480033000,홍동면,448004586218,충청남도 홍성군 홍동면 문당길 142,7983,다바287379,126.7036124,36.53664664,문당환경농업마을 일원,2024-10-05,2024-10-06,"유기농업 가치 확산을 주제로 한 생산, 소비, 체험, 교육, 장터 한마당",홍성군친환경농업협회,충청남도 홍성군청 농업정책과,충청남도 홍성군청,041-630-1561,https://www.hongseong.go.kr/kor/index.do,홍동면+유기농,2024-03-26,4600000,충청남도 홍성군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000215,행사,행사,삼척정월대보름제,강원특별자치도,삼척시,5123011900,성남동,5123057000,성내동,422303224037,강원특별자치도 삼척시 엑스포로 45,7916,마사469389,129.160145,37.43896231,엑스포광장 일원,2024-02-23,2024-02-25,개막식+제례행사+문화재행사+민속놀이행사 등 9개분야 50종,삼척정월대보름제위원회,강원특별자치도 삼척시청,,033-573-2882,http://www.fullmoonfestival.or.kr/,엑스포광장+삼척해수욕장 일원,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000216,행사,행사,삼척맹방유채꽃행사,강원특별자치도,삼척시,5123031021,근덕면 상맹방리,5123031000,근덕면,422303224019,강원특별자치도 삼척시 근덕면 삼척로 3916-112(마을회관),7916,마사515348,129.2117828,37.40072352,근덕면 상맹방리 유채밭 일대,2024-03-29,2024-04-14,농축특산물 판매장 및 향토 먹거리장터 운영+유채꽃따라 걷기대회+기타 체험행사 등,삼척맹방유채꽃축제추진위원회,삼척맹방유채꽃축제위원회,강원특별자치도 삼척시청,033-570-3375,http://tour.samcheok.go.kr/03joy/02_03.jsp,덕산해수욕장+맹방해수욕장,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000217,행사,행사,황영조 국제 마라톤 대회,강원특별자치도,삼척시,5123011900,성남동,5123057000,성내동,422303224037,강원특별자치도 삼척시 엑스포로 45,7916,마사469389,129.160145,37.43896231,엑스포광장+근덕면 일원,2024-04-21,2024-04-21,황영조 국제 마라톤 대회,강원일보,강원일보,강원특별자치도 삼척시청,033-570-3813,http://samcheokmarathon.com/index.php?sub=sub01_m01_c01,박물관+죽서루+해양레일바이크+해상케이블카+해신당공원 코스,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000218,행사,행사,삼척장미축제,강원특별자치도,삼척시,5123012500,정상동,5123054000,정라동,422303224022,강원특별자치도 삼척시 오십천로 536,7951,마사481386,129.1752024,37.43501045,삼척장미공원 일원,2024-05-18,2024-05-22,공연+먹거리+체험+기타,강원특별자치도 삼척시청,강원특별자치도 삼척시청,,033-570-3082,,장미공원,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000219,행사,행사,삼척비치썸페스티벌,강원특별자치도,삼척시,5123010700,갈천동,5123053000,교동,422304472329,강원특별자치도 삼척시 테마타운길 19,7983,마사477421,129.1705322,37.46667271,삼척해변 일원,2023-07-26,2023-07-30,공연+먹거리+체험+기타,강원특별자치도 삼척시청,강원특별자치도 삼척시청,,033-570-3081,,삼척해변,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000220,행사,행사,삼척동해왕이사부축제,강원특별자치도,삼척시,5123012500,정상동,5123054000,정라동,422303224022,강원특별자치도 삼척시 오십천로 536,7971,마사481386,129.1752024,37.43501045,삼척장미공원 일원,2024-07-20,2024-07-21,공연+퍼레이드+체험+연계행사 등,강원특별자치도 삼척시청,강원특별자치도 삼척시청,,033-570-3073,http://www.yisabu.com,장미공원,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000221,행사,행사,삼척평생학습박람회 및 책축제,강원특별자치도,삼척시,5123010600,교동,5123053000,교동,422304472321,강원특별자치도 삼척시 청석로3길 16-41,7920,마사484402,129.1780308,37.44912555,문화예술회관 일원,2023-10-21,2023-10-22,개막식+평생학습유공자 포상+체험 홍보부스 운영+작품전시+공연 발표+책관련 행사,강원특별자치도 삼척시청,강원특별자치도 삼척시청,,033-570-4432,http://lifelong.samcheok.go.kr/main/,삼척문화예술회관 광장 일대,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000222,행사,행사,삼척종합예술제,강원특별자치도,삼척시,5123011900,성남동,5123057000,성내동,422303224037,강원특별자치도 삼척시 엑스포로 45,8098,마사469389,129.160145,37.43896231,문화예술회관 일원,2023-09-15,2023-09-24,(사)한국예총 삼척지회 산하 8개 협회 공연+전시 등 행사 추진,(사)한국예총 삼척지회,(사)한국예총 삼척지회,강원특별자치도 삼척시청,033-570-3225,,삼척문화예술회관+삼척해수욕장,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000223,행사,행사,삼척민족예술제,강원특별자치도,삼척시,5123011900,성남동,5123057000,성내동,422303224037,강원특별자치도 삼척시 엑스포로 45,25919,마사469389,129.160145,37.43896231,문화예술회관 일원,2023-11-04,2023-11-11,동해왕 이사부 장군(융복합극)+전시(사진+한지공예+섬유공예+등공예 등)+체험교실,(사)강원민예총 삼척지부,(사)강원민예총 삼척지부,강원특별자치도 삼척시청,033-570-3225,,삼척문화예술회관+대학로 일원,2024-03-21,4241000,강원특별자치도 삼척시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000224,행사,행사,정월대보름 달맞이문화제,대구광역시,달성군,2771025328,논공읍 북리,2771025300,논공읍,277103148011,대구광역시 달성군 논공읍 논공로 697-10,42981,라마860485,,,달성군민운동장,2023-02-05,2023-02-05,기원제+축하공연+달집태우기,달성문화원,달성문화원,,053-668-2174,http://culture.dalseong.daegu.kr,,2024-03-25,3480000,대구광역시 달성군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000225,행사,행사,비슬산 참꽃문화제,대구광역시,달성군,2771025923,유가읍 용리,2771025900,유가읍,277104854161,대구광역시 달성군 유가읍 일연선사길 99,24412,라마918442,,,비슬산 자연휴양림 일원,2023-04-15,2023-04-16,개막식+부대행사+체험부스,달성문화재단,달성문화재단,,053-668-2172,http://culture.dalseong.daegu.kr,,2024-03-25,3480000,대구광역시 달성군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000226,행사,행사,정월대보름 달맞이문화제,대구광역시,달성군,2771025328,논공읍 북리,2771025300,논공읍,277103148011,대구광역시 달성군 논공읍 논공로 697-10,42981,라마860485,,,달성군민운동장,2024-02-24,2024-02-24,기원제+축하공연+달집태우기,달성문화원,대구광역시 달성군,,053-668-2174,http://culture.dalseong.daegu.kr,,2024-03-25,3480000,대구광역시 달성군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000227,행사,행사,비슬산 참꽃문화제,대구광역시,달성군,2771025923,유가읍 용리,2771025900,유가읍,277104854161,대구광역시 달성군 유가읍 일연선사길 99,63165,라마918442,,,비슬산 자연휴양림 일원,2024-04-13,2024-04-14,개막식+부대행사+체험부스,"달성문화재단, 달성문화원",대구광역시 달성군,대구광역시,053-668-2172,http://culture.dalseong.daegu.kr,,2024-03-25,3480000,대구광역시 달성군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000228,행사,행사,미추홀미디어문화축제,인천광역시,미추홀구,2817710500,주안동,2817762000,주안1동,281773008014,인천광역시 미추홀구 주안로 95-19,22132,다사275409,126.6806038,37.46498257,주안역 남광장,2023-10-21,2023-10-22,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,인천광역시 미추홀구청,인천광역시 미추홀구청,,032-880-7978,https://www.michuhol.go.kr/culture/main.do,,2024-03-22,3510500,인천광역시 미추홀구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000229,행사,행사,창녕 문화재 야행(창녕 별빛 마실),,,,,,,,,,,128.4971008,35.53941008,창녕천 일원(술정리동삼층석탑+만옥정공원+석빙고공원),2023-05-12,2023-05-13,창녕 문화재 야행 행사+야간조명+먹거리및프리마켓,(사)한국예술문화단체총연합회 창녕지회,경상남도 창녕군청,문화재청,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000230,행사,행사,산토끼와 따오기가 함께하는 창작동요제,경상남도,창녕군,4874025022,창녕읍 교리,4874025000,창녕읍,487403341033,경상남도 창녕군 창녕읍 우포2로 1189-25,63028,라마898280,128.4902051,35.54473636,창녕문화예술회관 대공연장,2023-07-21,2023-07-22,동요노래부르기 대회+창작동요제,㈜KNN,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000231,행사,행사,창녕양파가요제,경상남도,창녕군,4874025030,창녕읍 퇴천리,4874025000,창녕읍,487402341003,경상남도 창녕군 창녕읍 창녕대로 305,50573,라마911254,128.5049206,35.52088133,창녕공설운동장 특설무대,2023-09-09,2023-09-09,경연팀 공연+초대가수공연,MBC경남,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000232,행사,행사,우포따오기와 함께하는 비사벌문화제,,,,,,,,,,,128.4971008,35.53941008,창녕천 일원,2023-10-13,2023-10-15,비사벌문화행렬+향토기양제+보부상 장터+드론쇼,(사)비사벌문화제전회,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000233,행사,행사,부곡온천축제,,,,,,,,,,,128.588844,35.43746252,부곡온천광광특구 일원,2023-03-31,2023-04-02,개막축하공연+족욕체험+삶은계란시식체험,(사)부곡온천광광협의회,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000234,행사,행사,3.1민속문화제,경상남도,창녕군,4874038024,영산면 성내리,4874038000,영산면,487403341024,경상남도 창녕군 영산면 영산계성로 110-15,50585,라마930190,128.5259178,35.46260178,영산면 일원,2023-02-28,2023-03-03,전야제+문화예슬행사+체육행사,동·서부 추진본부 및 각 주관부서,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000235,행사,행사,낙동강유채축제,,,,,,,,,,,128.471585,35.38472041,남지읍 낙동강 유채단지(남지유채단지)+남지체육공원 일원,2023-04-13,2023-04-16,낙동강용왕대제+기념콘서트+유채꽃라디엔티어링+블랙이글스에어쇼,(사)창녕낙동강유채축제위원회,경상남도 창녕군청,,,,,2023-12-06,5410000,경상남도 창녕군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000236,행사,행사,의왕백운호수축제,경기도,의왕시,4143010600,학의동,4143056000,청계동,414303201016,경기도 의왕시 백운로 526,50603,다사557315,127.000756,37.38321565,백운호수 공영주차장,2023-09-09,2023-09-10,공연+개폐막식+시민참여 열린무대,의왕시축제추진위원회,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,,2023-12-02,4030000,경기도 의왕시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000237,행사,행사,의왕철도축제,경기도,의왕시,4143011000,월암동,4143052000,부곡동,414303201032,경기도 의왕시 철도박물관로 142 철도박물관,50541,다사517240,126.9513109,37.314086,의왕시 왕송못동로 일원,2023-05-05,2023-05-06,공연+개폐막식+시민참여 열린무대,의왕시축제추진위원회,경기도 의왕시청,,031-345-2548,https://www.uiwang.go.kr,,2023-12-02,4030000,경기도 의왕시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000238,행사,행사,Green life Green art,강원특별자치도,춘천시,5111031023,동면 장학리,5111031000,동면,421103218002,강원도 춘천시 동면 공단로 104,50541,라사218884,127.748964,37.895357,갤러리공간제로,2022-06-24,2022-06-30,자연과 조화를 위해 친환경 삼유를 소재로한 공예전,춘천민예총 공예협회,춘천민예총 공예협회,춘천문화재단,033-251-9363,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10566&search_type=1&search_keyword=Green+life,전시관람,2023-01-12,4180000,강원도 춘천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000239,행사,행사,치악산왕발걸음축제,강원특별자치도,원주시,5113031021,소초면 평장리,5113031000,소초면,421304457621,강원도 원주시 소초면 평장동길 86-16,50619,라사445356,128.0031734,37.4186377,치악산 일원(구.드림랜드 주차장),2023-09-09,2023-09-09,걷기행사+작은음악회 등,치악산왕발걸음축제추진위원회,치악산왕발걸음축제추진위원회,강원도 원주시청,033-734-5966,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000240,행사,행사,제25회 원주한지문화제,강원특별자치도,원주시,5113011500,무실동,5113066000,무실동,421304457648,강원도 원주시 한지공원길 151,41908,라사385263,127.9353957,37.3343755,원주한지테마파크 일원,2023-05-05,2023-05-14,기획전시+온라인체험 등,원주한지문화제위원회,한지개발원,강원도 원주시청,033-734-4739,www.hanjipark.com,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000241,행사,행사,제16회 용수골꽃양귀비축제,강원특별자치도,원주시,5113011500,무실동,5113066000,무실동,421304457648,강원도 원주시 한지공원길 151,41908,라사385263,127.9353957,37.3343755,용수골꽃농장,2023-05-23,2023-06-11,꽃밭관람+포토존 이용+기념품 판매 등,용수골꽃양귀비축제추진위원회,용수골꽃양귀비축제추진위원회,강원도 원주시청,033-764-4443,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000242,행사,행사,제21회 장미축제,강원특별자치도,원주시,5113011000,단계동,5113059000,단계동,421304457533,강원도 원주시 장미공원길 67-16,41185,라사381275,127.9311849,37.34588179,장미공원,2023-05-30,2023-06-01,장미가요제 등,장미축제위원회,장미축제위원회,강원도 원주시청,033-000-0000,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000243,행사,행사,창원음식문화축제,경상남도,창원시,4812313600,신월동,4812351500,용지동,481232327003,경상남도 창원시 성산구 중앙대로186번길 13,41185,마라080933,,,용지문화공원,2023-11-18,2023-11-18,전국요리경연대회+음식문화전시관+홍보판매관+체험관,창원시음식문화축제추진위원회,경상남도 창원시,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000244,행사,행사,창원단감축제,경상남도,창원시,4812125036,동읍 화양리,4812125000,동읍,481214781145,경상남도 창원시 의창구 동읍 동읍로359번길 27,41777,마마057010,,,창원단감테마공원,2023-10-28,2023-10-29,개장행사+단감요리경연대회+단감요리체험+문화예술공연,창원단감축제위원회,창원단감축제위원회,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000245,행사,행사,마산아구데이축제,,,,,,,,,,,,,오동동문화광장,2023-05-12,2023-05-12,아구가요제+체험프로그램+무료시식회,아구데이축제위원회+오동동상인연합회,아구데이축제위원회+오동동상인연합회,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000246,행사,행사,창원K-POP월드페스티벌,경상남도,창원시,4812312500,중앙동,4812352000,중앙동,481232327001,경상남도 창원시 성산구 원이대로 450,31157,마라061936,,,창원종합운동장,2023-10-20,2023-10-20,본선진출자 경연+K-POP스타 축하공연,KBS,외교부+해외문화홍보원,경상남도 창원시,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000247,행사,행사,천주산진달래축제,경상남도,창원시,4812131027,북면 외감리,4812131000,북면,481214781061,경남 창원시 의창구 북면 달천길 150,31055,마라000990,,,천주산 일원,2023-04-08,2023-04-09,개막식+문화예술공연+노래자랑+체험행사,천주산진달래축제위원회,천주산진달래축제위원회,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000248,행사,행사,마금산온천축제,경상남도,창원시,4812110300,서상동,4812151000,의창동,481213327052,경상남도 창원시 의창구 천주로1170번길 24,31021,마라017970,,,마금산온천관광지 일원,2023-10-28,2023-10-29,개막식+공연+노래자랑+체험행사+지역농산물판매,마금산온천관광지축제위원회,마금산온천관광지축제위원회,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000249,행사,행사,이주민 문화다양성 축제(MAMF),경상남도,창원시,4812112900,팔용동,4812152000,팔룡동,481214781308,경상남도 창원시 의창구 사화로18번길 30,31220,마라007960,,,용지문화공원,2023-10-20,2023-10-22,"다문화 퍼레이드, 아시아팝뮤직페스티벌 등",MAMF추진위원회,경남이주민노동복지센터,,,,,2023-12-06,5670000,경상남도 창원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000250,행사,행사,제8회 사천비토섬별주부전축제,경상남도,사천시,4824037030,서포면 비토리,4824037000,서포면,482404832497,경상남도 사천시 거북길 455,56428,라라430636,,,서포면 일원,2023-03-31,2023-04-01,지신밟기+용왕제+경창+사물놀이+국악공연,별주부전축제추진위원회,별주부전축제추진위원회,,,,,2023-11-23,5340000,경상남도 사천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000251,행사,행사,제25회 사천와룡문화제,경상남도,사천시,4824033032,용현면 덕곡리,4824033000,용현면,482403334034,경상남도 사천시 용현면 시청로 77,4944,라라515677,,,사천시청 광장 일원,2023-04-28,2023-04-30,합동공연+가요제+경창+백일장+웅변,사천문화재단,경상남도 사천시청,,,,,2023-11-23,5340000,경상남도 사천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000252,행사,행사,선진리성벚꽃축제,경상남도,사천시,4824033022,용현면 선진리,4824033000,용현면,482404802374,경상남도 사천시 선진안길 83-28,5118,라라493722,,,선진리성 일원,2023-04-01,2023-04-01,국궁활쏘기+테라리움+체험+전시+악기연주+노래자랑,선진리성벚꽃축제추진위원회,선진리성벚꽃축제추진위원회,,,,,2023-11-23,5340000,경상남도 사천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000253,행사,행사,남양열린한마당축제,경상남도,사천시,4824012600,송포동,4824059500,남양동,482404802574,경상남도 사천시 임내안길 65,52547,라라513640,,,남양동 일원,2023-09-02,2023-09-02,"주민자치프로그램 공연, 초청가수 공연 등",남양열린한마당축제추진위원회,남양열린한마당축제추진위원회,,,,,2023-11-23,5340000,경상남도 사천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000254,행사,행사,사천 문화재 야행,경상남도,사천시,4824025000,사천읍,4824025000,사천읍,482404832498,경상남도 사천시 사천읍 수양공원길 51,5087,라라541767,,,사천읍성 일원,2023-09-15,2023-09-17,"농악, 마도갈방아소리, 타악퍼포먼스, 낙화놀이, 체험프로그램 등",진주삼천포농악보존회,진주삼천포농악보존회,,,,,2023-11-23,5340000,경상남도 사천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000255,행사,행사,하남이성산성문화축제,,,4145011800,춘궁동,4145059000,춘궁동,,경기도 하남시 춘궁동 291-1,5058,다사723472,,,하남이성산성,2024-09-28,2024-09-29,둘레길 걷기+빛조명+개막식 등,하남시,하남시,,031-790-7979,http://www.hnisf.or.kr/,,2023-12-01,4040000,경기도 하남시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000256,행사,행사,2014 안양 아줌마축제,경기도,안양시,4117310300,평촌동,4117357600,평안동,411733183003,경기도 안양시 동안구 관평로 149 (평촌동),5104,다사521324,126.9613287,37.390137,평촌중앙공원,2014-08-30,2014-08-31,아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등,경인일보,(재)안양문화예술재단,경기도 안양시,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,2024-04-08,3830000,경기도 안양시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000257,행사,행사,2015 안양 시민축제,경기도,안양시,4117310300,평촌동,4117357600,평안동,411733183003,경기도 안양시 동안구 관평로 149 (평촌동),5038,다사521324,126.9613287,37.390137,평촌중앙공원+삼덕공원,2015-10-02,2015-10-04,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,2024-04-08,3830000,경기도 안양시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
